398,0
399,0
400,0
401,0
402,0
403,2.6
404,5.9
405,9.2
406,12.5
407,15.8
408,19.1
409,22.4
410,25
411,25.6
412,27.5
413,29
414,30
415,30.1
416,30
417,29.7
418,29.3
419,28.8
420,28
421,25
422,21.7
423,18.4
424,15.1
425,11.8
426,8.5
427,5.2
428,1.9
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,3.3
449,6.6
450,9.9
451,13.2
452,16.5
453,19.8
454,23.1
455,26.4
456,27.8
457,29.1
458,31.5
459,33
460,33.6
461,34.8
462,35.1
463,35.6
464,36.1
465,36
466,36.1
467,36.2
468,36
469,35.7
470,36
471,36
472,35.6
473,35.5
474,35.4
475,35.2
476,35.2
477,35.2
478,35.2
479,35.2
480,35.2
481,35
482,35.1
483,35.2
484,35.5
485,35.2
486,35
487,35
488,35
489,34.8
490,34.6
491,34.5
492,33.5
493,32
494,30.1
495,28
496,25.5
497,22.5
498,19.8
499,16.5
500,13.2
501,10.3
502,7.2
503,4
504,1
505,0
506,0
507,0
508,0
509,0
510,0
511,1.2
512,3.5
513,5.5
514,6.5
515,8.5
516,9.6
517,10.5
518,11.9
519,14
520,16
521,17.7
522,19
523,20.1
524,21
525,22
526,23
527,23.8
528,24.5
529,24.9
530,25
531,25
532,25
533,25
534,25
535,25
536,25.6
537,25.8
538,26
539,25.6
540,25.2
541,25
542,25
543,25
544,24.4
545,23.1
546,19.8
547,16.5
548,13.2
549,9.9
550,6.6
551,3.3
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,3.3
570,6.6
571,9.9
572,13
573,14.6
574,16
575,17
576,17
577,17
578,17.5
579,17.7
580,17.7
581,17.5
582,17
583,16.9
584,16.6
585,17
586,17.1
587,17
588,16.6
589,16.5
590,16.5
591,16.6
592,17
593,17.6
594,18.5
595,19.2
596,20.2
597,21
598,21.1
599,21.2
600,21.6
601,22
602,22.4
603,22.5
604,22.5
605,22.5
606,22.7
607,23.7
608,25.1
609,26
610,26.5
611,27
612,26.1
613,22.8
614,19.5
615,16.2
616,12.9
617,9.6
618,6.3
619,3
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,2
647,4.5
648,7.8
649,10.2
650,12.5
651,14
652,15.3
653,17.5
654,19.6
655,21
656,22.2
657,23.3
658,24.5
659,25.3
660,25.6
661,26
662,26.1
663,26.2
664,26.2
665,26.4
666,26.5
667,26.5
668,26
669,25.5
670,23.6
671,21.4
672,18.5
673,16.4
674,14.5
675,11.6
676,8.7
677,5.8
678,3.5
679,2
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,1.4
695,3.3
696,4.4
697,6.5
698,9.2
699,11.3
700,13.5
701,14.6
702,16.4
703,16.7
704,16.5
705,16.5
706,18.2
707,19.2
708,20.1
709,21.5
710,22.5
711,22.5
712,22.1
713,22.7
714,23.3
715,23.5
716,22.5
717,21.6
718,20.5
719,18
720,15
721,12
722,9
723,6.2
724,4.5
725,3
726,2.1
727,0.5
728,0.5
729,3.2
730,6.5
731,9.6
732,12.5
733,14
734,16
735,18
736,19.6
737,21.5
738,23.1
739,24.5
740,25.5
741,26.5
742,27.1
743,27.6
744,27.9
745,28.3
746,28.6
747,28.6
748,28.3
749,28.2
750,28
751,27.5
752,26.8
753,25.5
754,23.5
755,21.5
756,19
757,16.5
758,14.9
759,12.5
760,9.4
761,6.2
762,3
763,1.5
764,1.5
765,0.5
766,0
767,3
768,6.3
769,9.6
770,12.9
771,15.8
772,17.5
773,18.4
774,19.5
775,20.7
776,22
777,23.2
778,25
779,26.5
780,27.5
781,28
782,28.3
783,28.9
784,28.9
785,28.9
786,28.8
787,28.5
788,28.3
789,28.3
790,28.3
791,28.2
792,27.6
793,27.5
794,27.5
795,27.5
796,27.5
797,27.5
798,27.5
799,27.6
800,28
801,28.5
802,30
803,31
804,32
805,33
806,33
807,33.6
808,34
809,34.3
810,34.2
811,34
812,34
813,33.9
814,33.6
815,33.1
816,33
817,32.5
818,32
819,31.9
820,31.6
821,31.5
822,30.6
823,30
824,29.9
825,29.9
826,29.9
827,29.9
828,29.6
829,29.5
830,29.5
831,29.3
832,28.9
833,28.2
834,27.7
835,27
836,25.5
837,23.7
838,22
839,20.5
840,19.2
841,19.2
842,20.1
843,20.9
844,21.4
845,22
846,22.6
847,23.2
848,24
849,25
850,26
851,26.6
852,26.6
853,26.8
854,27
855,27.2
856,27.8
857,28.1
858,28.8
859,28.9
860,29
861,29.1
862,29
863,28.1
864,27.5
865,27
866,25.8
867,25
868,24.5
869,24.8
870,25.1
871,25.5
872,25.7
873,26.2
874,26.9
875,27.5
876,27.8
877,28.4
878,29
879,29.2
880,29.1
881,29
882,28.9
883,28.5
884,28.1
885,28
886,28
887,27.6
888,27.2
889,26.6
890,27
891,27.5
892,27.8
893,28
894,27.8
895,28
896,28
897,28
898,27.7
899,27.4
900,26.9
901,26.6
902,26.5
903,26.5
904,26.5
905,26.3
906,26.2
907,26.2
908,25.9
909,25.6
910,25.6
911,25.9
912,25.8
913,25.5
914,24.6
915,23.5
916,22.2
917,21.6
918,21.6
919,21.7
920,22.6
921,23.4
922,24
923,24.2
924,24.4
925,24.9
926,25.1
927,25.2
928,25.3
929,25.5
930,25.2
931,25
932,25
933,25
934,24.7
935,24.5
936,24.3
937,24.3
938,24.5
939,25
940,25
941,24.6
942,24.6
943,24.1
944,24.5
945,25.1
946,25.6
947,25.1
948,24
949,22
950,20.1
951,16.9
952,13.6
953,10.3
954,7
955,3.7
956,0.4
957,0
958,0
959,0
960,2
961,5.3
962,8.6
963,11.9
964,15.2
965,17.5
966,18.6
967,20
968,21.1
969,22
970,23
971,24.5
972,26.3
973,27.5
974,28.1
975,28.4
976,28.5
977,28.5
978,28.5
979,27.7
980,27.5
981,27.2
982,26.8
983,26.5
984,26
985,25.7
986,25.2
987,24
988,22
989,21.5
990,21.5
991,21.8
992,22.5
993,23
994,22.8
995,22.8
996,23
997,22.7
998,22.7
999,22.7
1000,23.5
1001,24
1002,24.6
1003,24.8
1004,25.1
1005,25.5
1006,25.6
1007,25.5
1008,25
1009,24.1
1010,23.7
1011,23.2
1012,22.9
1013,22.5
1014,22
1015,21.6
1016,20.5
1017,17.5
1018,14.2
1019,10.9
1020,7.6
1021,4.3
1022,1
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,1.2
1054,4
1055,7.3
1056,10.6
1057,13.9
1058,17
1059,18.5
1060,20
1061,21.8
1062,23
1063,24
1064,24.8
1065,25.6
1066,26.5
1067,26.8
1068,27.4
1069,27.9
1070,28.3
1071,28
1072,27.5
1073,27
1074,27
1075,26.3
1076,24.5
1077,22.5
1078,21.5
1079,20.6
1080,18
1081,15
1082,12.3
1083,11.1
1084,10.6
1085,10
1086,9.5
1087,9.1
1088,8.7
1089,8.6
1090,8.8
1091,9
1092,8.7
1093,8.6
1094,8
1095,7
1096,5
1097,4.2
1098,2.6
1099,1
1100,0
1101,0.1
1102,0.6
1103,1.6
1104,3.6
1105,6.9
1106,10
1107,12.8
1108,14
1109,14.5
1110,16
1111,18.1
1112,20
1113,21
1114,21.2
1115,21.3
1116,21.4
1117,21.7
1118,22.5
1119,23
1120,23.8
1121,24.5
1122,25
1123,24.9
1124,24.8
1125,25
1126,25.4
1127,25.8
1128,26
1129,26.4
1130,26.6
1131,26.9
1132,27
1133,27
1134,27
1135,26.9
1136,26.8
1137,26.8
1138,26.5
1139,26.4
1140,26
1141,25.5
1142,24.6
1143,23.5
1144,21.5
1145,20
1146,17.5
1147,16
1148,14
1149,10.7
1150,7.4
1151,4.1
1152,0.8
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,2.1
1170,5.4
1171,8.7
1172,12
1173,15.3
1174,18.6
1175,21.1
1176,23
1177,23.5
1178,23
1179,22.5
1180,20
1181,16.7
1182,13.4
1183,10.1
1184,6.8
1185,3.5
1186,0.2
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0.2
1198,1.5
1199,3.5
1200,6.5
1201,9.8
1202,12
1203,12.9
1204,13
1205,12.6
1206,12.8
1207,13.1
1208,13.1
1209,14
1210,15.5
1211,17
1212,18.6
1213,19.7
1214,21
1215,21.5
1216,21.8
1217,21.8
1218,21.5
1219,21.2
1220,21.5
1221,21.8
1222,22
1223,21.9
1224,21.7
1225,21.5
1226,21.5
1227,21.4
1228,20.1
1229,19.5
1230,19.2
1231,19.6
1232,19.8
1233,20
1234,19.5
1235,17.5
1236,15.5
1237,13
1238,10
1239,8
1240,6
1241,4
1242,2.5
1243,0.7
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,1
1253,1
1254,1
1255,1
1256,1
1257,1.6
1258,3
1259,4
1260,5
1261,6.3
1262,8
1263,10
1264,10.5
1265,9.5
1266,8.5
1267,7.6
1268,8.8
1269,11
1270,14
1271,17
1272,19.5
1273,21
1274,21.8
1275,22.2
1276,23
1277,23.6
1278,24.1
1279,24.5
1280,24.5
1281,24
1282,23.5
1283,23.5
1284,23.5
1285,23.5
1286,23.5
1287,23.5
1288,24
1289,24.1
1290,24.5
1291,24.7
1292,25
1293,25.4
1294,25.6
1295,25.7
1296,26
1297,26.2
1298,27
1299,27.8
1300,28.3
1301,29
1302,29.1
1303,29
1304,28
1305,24.7
1306,21.4
1307,18.1
1308,14.8
1309,11.5
1310,8.2
1311,4.9
1312,1.6
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,1.5
1339,4.8
1340,8.1
1341,11.4
1342,13.2
1343,15.1
1344,16.8
1345,18.3
1346,19.5
1347,20.3
1348,21.3
1349,21.9
1350,22.1
1351,22.4
1352,22
1353,21.6
1354,21.1
1355,20.5
1356,20
1357,19.6
1358,18.5
1359,17.5
1360,16.5
1361,15.5
1362,14
1363,11
1364,8
1365,5.2
1366,2.5
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,3
1394,5.9
1395,8.6
1396,11.5
1397,14.3
1398,16.9
1399,17.3
1400,18.1
1401,20.7
1402,21.7
1403,22.4
1404,22.5
1405,22.1
1406,21.5
1407,20.9
1408,20.4
1409,19.8
1410,17
1411,14.9
1412,14.9
1413,15.2
1414,15.5
1415,16
1416,17.1
1417,19.1
1418,21.1
1419,22.7
1420,22.9
1421,22.7
1422,22.6
1423,21.3
1424,19
1425,17.1
1426,15.8
1427,15.8
1428,17.7
1429,19.8
1430,21.6
1431,23.2
1432,24.2
1433,24.6
1434,24.9
1435,25
1436,24.6
1437,24.5
1438,24.7
1439,24.8
1440,24.7
1441,24.6
1442,24.6
1443,25.1
1444,25.6
1445,25.7
1446,25.4
1447,24.9
1448,25
1449,25.4
1450,26
1451,26
1452,25.7
1453,26.1
1454,26.7
1455,27.5
1456,28.6
1457,29.3
1458,29.8
1459,30.1
1460,30.4
1461,30.7
1462,30.7
1463,30.5
1464,30.4
1465,30.3
1466,30.4
1467,30.8
1468,30.4
1469,29.9
1470,29.5
1471,29.8
1472,30.3
1473,30.7
1474,30.9
1475,31
1476,30.9
1477,30.4
1478,29.8
1479,29.9
1480,30.2
1481,30.7
1482,31.2
1483,31.8
1484,32.2
1485,32.4
1486,32.2
1487,31.7
1488,28.6
1489,25.3
1490,22
1491,18.7
1492,15.4
1493,12.1
1494,8.8
1495,5.5
1496,2.2
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,3.3
1537,6.6
1538,9.9
1539,13.2
1540,16.5
1541,19.8
1542,22.2
1543,24.3
1544,25.8
1545,26.4
1546,25.7
1547,25.1
1548,24.7
1549,25
1550,25.2
1551,25.4
1552,25.8
1553,27.2
1554,26.5
1555,24
1556,22.7
1557,19.4
1558,17.7
1559,17.2
1560,18.1
1561,18.6
1562,20
1563,22.2
1564,24.5
1565,27.3
1566,30.5
1567,33.5
1568,36.2
1569,37.3
1570,39.3
1571,40.5
1572,42.1
1573,43.5
1574,45.1
1575,46
1576,46.8
1577,47.5
1578,47.5
1579,47.3
1580,47.2
1581,47
1582,47
1583,47
1584,47
1585,47
1586,47.2
1587,47.4
1588,47.9
1589,48.5
1590,49.1
1591,49.5
1592,50
1593,50.6
1594,51
1595,51.5
1596,52.2
1597,53.2
1598,54.1
1599,54.6
1600,54.9
1601,55
1602,54.9
1603,54.6
1604,54.6
1605,54.8
1606,55.1
1607,55.5
1608,55.7
1609,56.1
1610,56.3
1611,56.6
1612,56.7
1613,56.7
1614,56.5
1615,56.5
1616,56.5
1617,56.5
1618,56.5
1619,56.5
1620,56.4
1621,56.1
1622,55.8
1623,55.1
1624,54.6
1625,54.2
1626,54
1627,53.7
1628,53.6
1629,53.9
1630,54
1631,54.1
1632,54.1
1633,53.8
1634,53.4
1635,53
1636,52.6
1637,52.1
1638,52.4
1639,52
1640,51.9
1641,51.7
1642,51.5
1643,51.6
1644,51.8
1645,52.1
1646,52.5
1647,53
1648,53.5
1649,54
1650,54.9
1651,55.4
1652,55.6
1653,56
1654,56
1655,55.8
1656,55.2
1657,54.5
1658,53.6
1659,52.5
1660,51.5
1661,51.5
1662,51.5
1663,51.1
1664,50.1
1665,50
1666,50.1
1667,50
1668,49.6
1669,49.5
1670,49.5
1671,49.5
1672,49.1
1673,48.6
1674,48.1
1675,47.2
1676,46.1
1677,45
1678,43.8
1679,42.6
1680,41.5
1681,40.3
1682,38.5
1683,37
1684,35.2
1685,33.8
1686,32.5
1687,31.5
1688,30.6
1689,30.5
1690,30
1691,29
1692,27.5
1693,24.8
1694,21.5
1695,20.1
1696,19.1
1697,18.5
1698,17
1699,15.5
1700,12.5
1701,10.8
1702,8
1703,4.7
1704,1.4
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,0
1715,0
1716,0
1717,0
1718,0
1719,1
1720,4.3
1721,7.6
1722,10.9
1723,14.2
1724,17.3
1725,20
1726,22.5
1727,23.7
1728,25.2
1729,26.6
1730,28.1
1731,30
1732,30.8
1733,31.6
1734,32.1
1735,32.8
1736,33.6
1737,34.5
1738,34.6
1739,34.9
1740,34.8
1741,34.5
1742,34.7
1743,35.5
1744,36
1745,36
1746,36
1747,36
1748,36
1749,36
1750,36.1
1751,36.4
1752,36.5
1753,36.4
1754,36
1755,35.1
1756,34.1
1757,33.5
1758,31.4
1759,29
1760,25.7
1761,23
1762,20.3
1763,17.5
1764,14.5
1765,12
1766,8.7
1767,5.4
1768,2.1
1769,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,2.6
1776,5.9
1777,9.2
1778,12.5
1779,15.8
1780,19.1
1781,22.4
1782,25
1783,25.6
1784,27.5
1785,29
1786,30
1787,30.1
1788,30
1789,29.7
1790,29.3
1791,28.8
1792,28
1793,25
1794,21.7
1795,18.4
1796,15.1
1797,11.8
1798,8.5
1799,5.2
1800,1.9
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,3.3
1821,6.6
1822,9.9
1823,13.2
1824,16.5
1825,19.8
1826,23.1
1827,26.4
1828,27.8
1829,29.1
1830,31.5
1831,33
1832,33.6
1833,34.8
1834,35.1
1835,35.6
1836,36.1
1837,36
1838,36.1
1839,36.2
1840,36
1841,35.7
1842,36
1843,36
1844,35.6
1845,35.5
1846,35.4
1847,35.2
1848,35.2
1849,35.2
1850,35.2
1851,35.2
1852,35.2
1853,35
1854,35.1
1855,35.2
1856,35.5
1857,35.2
1858,35
1859,35
1860,35
1861,34.8
1862,34.6
1863,34.5
1864,33.5
1865,32
1866,30.1
1867,28
1868,25.5
1869,22.5
1870,19.8
1871,16.5
1872,13.2
1873,10.3
1874,7.2
1875,4
1876,1
1877,0
1878,0
1879,0
1880,0
1881,0
1882,0
1883,1.2
1884,3.5
1885,5.5
1886,6.5
1887,8.5
1888,9.6
1889,10.5
1890,11.9
1891,14
1892,16
1893,17.7
1894,19
1895,20.1
1896,21
1897,22
1898,23
1899,23.8
1900,24.5
1901,24.9
1902,25
1903,25
1904,25
1905,25
1906,25
1907,25
1908,25.6
1909,25.8
1910,26
1911,25.6
1912,25.2
1913,25
1914,25
1915,25
1916,24.4
1917,23.1
1918,19.8
1919,16.5
1920,13.2
1921,9.9
1922,6.6
1923,3.3
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,3.3
1942,6.6
1943,9.9
1944,13
1945,14.6
1946,16
1947,17
1948,17
1949,17
1950,17.5
1951,17.7
1952,17.7
1953,17.5
1954,17
1955,16.9
1956,16.6
1957,17
1958,17.1
1959,17
1960,16.6
1961,16.5
1962,16.5
1963,16.6
1964,17
1965,17.6
1966,18.5
1967,19.2
1968,20.2
1969,21
1970,21.1
1971,21.2
1972,21.6
1973,22
1974,22.4
1975,22.5
1976,22.5
1977,22.5
1978,22.7
1979,23.7
1980,25.1
1981,26
1982,26.5
1983,27
1984,26.1
1985,22.8
1986,19.5
1987,16.2
1988,12.9
1989,9.6
1990,6.3
1991,3
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,2
2019,4.5
2020,7.8
2021,10.2
2022,12.5
2023,14
2024,15.3
2025,17.5
2026,19.6
2027,21
2028,22.2
2029,23.3
2030,24.5
2031,25.3
2032,25.6
2033,26
2034,26.1
2035,26.2
2036,26.2
2037,26.4
2038,26.5
2039,26.5
2040,26
2041,25.5
2042,23.6
2043,21.4
2044,18.5
2045,16.4
2046,14.5
2047,11.6
2048,8.7
2049,5.8
2050,3.5
2051,2
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,1.4
2067,3.3
2068,4.4
2069,6.5
2070,9.2
2071,11.3
2072,13.5
2073,14.6
2074,16.4
2075,16.7
2076,16.5
2077,16.5
2078,18.2
2079,19.2
2080,20.1
2081,21.5
2082,22.5
2083,22.5
2084,22.1
2085,22.7
2086,23.3
2087,23.5
2088,22.5
2089,21.6
2090,20.5
2091,18
2092,15
2093,12
2094,9
2095,6.2
2096,4.5
2097,3
2098,2.1
2099,0.5
2100,0.5
2101,3.2
2102,6.5
2103,9.6
2104,12.5
2105,14
2106,16
2107,18
2108,19.6
2109,21.5
2110,23.1
2111,24.5
2112,25.5
2113,26.5
2114,27.1
2115,27.6
2116,27.9
2117,28.3
2118,28.6
2119,28.6
2120,28.3
2121,28.2
2122,28
2123,27.5
2124,26.8
2125,25.5
2126,23.5
2127,21.5
2128,19
2129,16.5
2130,14.9
2131,12.5
2132,9.4
2133,6.2
2134,3
2135,1.5
2136,1.5
2137,0.5
2138,0
2139,3
2140,6.3
2141,9.6
2142,12.9
2143,15.8
2144,17.5
2145,18.4
2146,19.5
2147,20.7
2148,22
2149,23.2
2150,25
2151,26.5
2152,27.5
2153,28
2154,28.3
2155,28.9
2156,28.9
2157,28.9
2158,28.8
2159,28.5
2160,28.3
2161,28.3
2162,28.3
2163,28.2
2164,27.6
2165,27.5
2166,27.5
2167,27.5
2168,27.5
2169,27.5
2170,27.5
2171,27.6
2172,28
2173,28.5
2174,30
2175,31
2176,32
2177,33
2178,33
2179,33.6
2180,34
2181,34.3
2182,34.2
2183,34
2184,34
2185,33.9
2186,33.6
2187,33.1
2188,33
2189,32.5
2190,32
2191,31.9
2192,31.6
2193,31.5
2194,30.6
2195,30
2196,29.9
2197,29.9
2198,29.9
2199,29.9
2200,29.6
2201,29.5
2202,29.5
2203,29.3
2204,28.9
2205,28.2
2206,27.7
2207,27
2208,25.5
2209,23.7
2210,22
2211,20.5
2212,19.2
2213,19.2
2214,20.1
2215,20.9
2216,21.4
2217,22
2218,22.6
2219,23.2
2220,24
2221,25
2222,26
2223,26.6
2224,26.6
2225,26.8
2226,27
2227,27.2
2228,27.8
2229,28.1
2230,28.8
2231,28.9
2232,29
2233,29.1
2234,29
2235,28.1
2236,27.5
2237,27
2238,25.8
2239,25
2240,24.5
2241,24.8
2242,25.1
2243,25.5
2244,25.7
2245,26.2
2246,26.9
2247,27.5
2248,27.8
2249,28.4
2250,29
2251,29.2
2252,29.1
2253,29
2254,28.9
2255,28.5
2256,28.1
2257,28
2258,28
2259,27.6
2260,27.2
2261,26.6
2262,27
2263,27.5
2264,27.8
2265,28
2266,27.8
2267,28
2268,28
2269,28
2270,27.7
2271,27.4
2272,26.9
2273,26.6
2274,26.5
2275,26.5
2276,26.5
2277,26.3
2278,26.2
2279,26.2
2280,25.9
2281,25.6
2282,25.6
2283,25.9
2284,25.8
2285,25.5
2286,24.6
2287,23.5
2288,22.2
2289,21.6
2290,21.6
2291,21.7
2292,22.6
2293,23.4
2294,24
2295,24.2
2296,24.4
2297,24.9
2298,25.1
2299,25.2
2300,25.3
2301,25.5
2302,25.2
2303,25
2304,25
2305,25
2306,24.7
2307,24.5
2308,24.3
2309,24.3
2310,24.5
2311,25
2312,25
2313,24.6
2314,24.6
2315,24.1
2316,24.5
2317,25.1
2318,25.6
2319,25.1
2320,24
2321,22
2322,20.1
2323,16.9
2324,13.6
2325,10.3
2326,7
2327,3.7
2328,0.4
2329,0
2330,0
2331,0
2332,2
2333,5.3
2334,8.6
2335,11.9
2336,15.2
2337,17.5
2338,18.6
2339,20
2340,21.1
2341,22
2342,23
2343,24.5
2344,26.3
2345,27.5
2346,28.1
2347,28.4
2348,28.5
2349,28.5
2350,28.5
2351,27.7
2352,27.5
2353,27.2
2354,26.8
2355,26.5
2356,26
2357,25.7
2358,25.2
2359,24
2360,22
2361,21.5
2362,21.5
2363,21.8
2364,22.5
2365,23
2366,22.8
2367,22.8
2368,23
2369,22.7
2370,22.7
2371,22.7
2372,23.5
2373,24
2374,24.6
2375,24.8
2376,25.1
2377,25.5
2378,25.6
2379,25.5
2380,25
2381,24.1
2382,23.7
2383,23.2
2384,22.9
2385,22.5
